WKT,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,latitude,longitude
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,tegulare,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41238,-119.8811
"POINT (-119.87859 34.4087)",Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,polifolii,34.4087,-119.87859
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,,californica,34.41276,-119.88231
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41491,-119.8802
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,arizonensis,34.41238,-119.8811
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Anthophila,,,34.41238,-119.8811
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,ligatus,34.41733,-119.87692
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,incompletum,34.41733,-119.87692
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41733,-119.87692
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Anthophila,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,tegulare,34.41733,-119.87962
"POINT (-119.87859 34.4087)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.4087,-119.87859
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,sisymbrii,34.41733,-119.87692
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,laticauda,34.41733,-119.87692
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,tegulare,34.41733,-119.87692
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,polifolii,34.41238,-119.8811
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Anthophila,,,34.41238,-119.8811
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,tegulare,34.41276,-119.88231
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,arizonensis,34.41238,-119.8811
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41276,-119.88231
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,mesillae,34.41733,-119.87692
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Anthophila,,,34.41238,-119.8811
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87692
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,ligatus,34.41733,-119.87692
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Anthophila,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87692
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,incompletum,34.41733,-119.87692
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41491,-119.8802
"POINT (-119.87859 34.4087)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,acantha,34.4087,-119.87859
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.87859 34.4087)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,arizonensis,34.4087,-119.87859
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41276,-119.88231
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,bituberculata,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41733,-119.87962
"POINT (-119.879405 34.414538)",Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Rhionaeschna,,multicolor,34.414538,-119.879405
"POINT (-119.877346 34.415755)",Animalia,Arthropoda,Insecta,Lepidoptera,,,,,34.415755,-119.877346
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Diptera,Muscidae,Coenosia,,,34.411384,-119.878194
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,,,,34.411384,-119.878194
"POINT (-119.877346 34.415755)",Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,,domesticus,34.415755,-119.877346
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis,,sara,34.411384,-119.878194
"POINT (-119.878911 34.40816)",Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Phormia,,regina,34.40816,-119.878911
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Archytas,,,34.411384,-119.878194
"POINT (-119.876711 34.415649)",Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Paragus,,haemorrhous,34.415649,-119.876711
"POINT (-119.876711 34.415649)",Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Epicauta,,,34.415649,-119.876711
"POINT (-119.879368 34.40829)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Euphyia,,implicata,34.40829,-119.879368
"POINT (-119.878086 34.406803)",Animalia,Arthropoda,Maxillopoda,Pedunculata,Pollicipedidae,Pollicipes,,polymerus,34.406803,-119.878086
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eucera,,actuosa,34.41733,-119.87962
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41276,-119.88231
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Sphecodes,,,34.41238,-119.8811
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41238,-119.8811
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41276,-119.88231
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41491,-119.8802
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41276,-119.88231
"POINT (-119.877346 34.415755)",Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,,vulgaris,34.415755,-119.877346
"POINT (-119.882849 34.411825)",Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Allograpta,,obliqua,34.411825,-119.882849
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41491,-119.8802
"POINT (-119.877665 34.407039)",Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus,,crassipes,34.407039,-119.877665
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.883 34.412)",Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,,,34.412,-119.883
"POINT (-119.87847 34.417537)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,sisymbrii,34.417537,-119.87847
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.8789 34.4079)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,,34.4079,-119.8789
"POINT (-119.882849 34.411825)",Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,,,,34.411825,-119.882849
"POINT (-119.8789 34.4079)",Animalia,Arthropoda,Insecta,Diptera,Tipulidae,,,,34.4079,-119.8789
"POINT (-119.882849 34.411825)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,,34.411825,-119.882849
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Psocodea,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Tachinidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Syrphidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Chironomidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Tachinidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Sciaridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Phoridae,,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Hexatoma,,,34.41731,-119.878805
"POINT (-119.878805 34.41731)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,34.41731,-119.878805
